,index,ID,genre,book_lenght,book_sen,book_word,lenght_book,number_sen,number_word,number_of_stop_words,number_of_foreignwords,count_dial_break,noun,verb,adj,ProperNoun,num,Puch,she,he,she_he_ratio,period,comma,colon,semi_colon,exl,q
140,235,335,Western Stories,356060,3318,77339,0.006554280193839993,0.005168538275689645,0.006458056659282754,0.3984018412443916,0.000543063654818397,168,0.17305628466879583,0.15622131136942552,0.051073843726968285,0.0,0.004667761414034317,0.04290202873065336,245,1845,0.13279132791327913,0.034937095126650206,0.07968812630109001,0.0004525530456819974,0.011068154488679708,0.002637737751975071,0.005792678984729567
141,16,116,Detective and Mystery,558244,9530,129038,0.010276042219092323,0.014845138567607689,0.010775090383901112,0.3963948604287109,7.749655140346254e-05,48,0.15516359522001272,0.17943551511957717,0.04183263844758908,0.0,0.006300469629101505,0.0741564500379733,1650,4170,0.39568345323741005,0.06722825834250376,0.04442102326446473,0.00012399448224554007,0.002526387575752879,0.00420031308606767,0.007292425487065826
142,184,284,Humorous and Wit and Satire,542877,7536,119764,0.009993169602851413,0.011739030875707403,0.010000681386394183,0.3705287064560302,0.0005427340436191176,279,0.17494405664473464,0.16003974483150196,0.05750475936007481,0.0,0.004099729467953642,0.06292375004174877,2252,2074,1.085824493731919,0.05397281319929194,0.049296950669650313,0.0007514779065495474,0.002463177582579072,0.0028222170268194114,0.006654754350222104
143,41,141,Ghost and Horror,195403,1782,41861,0.0035969387539092177,0.0027758695621696644,0.003495528902807579,0.4116002962184372,0.00014333150187525383,100,0.1757005327154153,0.16485511574018777,0.058431475597811804,0.0,0.002938295788442703,0.04256945605695038,392,1239,0.3163841807909605,0.036645087312773224,0.06504861326771935,0.0013616492678149112,0.008384892859702349,0.002556078450108693,0.005064379732925635
144,233,333,Western Stories,404721,4114,86532,0.007450022002839734,0.00640848898920651,0.007225701894788597,0.39489437433550595,0.00024268478713077244,58,0.19410160403087875,0.1708038644663246,0.04457310590301854,0.0,0.003952295104701151,0.0475431054407618,2037,3794,0.5369003690036901,0.04044746452179541,0.055574816252946885,0.0013521009568714464,0.006240465954791291,0.004934590671659039,0.003027781629917256
145,74,174,Western Stories,546188,5501,120503,0.010054117818662804,0.008569056375698835,0.01006239027674976,0.38256308971560876,0.00022406081176402248,366,0.17846028729575197,0.15650232774287778,0.05044687684124047,0.0,0.004531007526783566,0.04565861430835747,1044,3298,0.3165554881746513,0.03585802843082745,0.08111001385857614,0.0020165473058762024,0.012804660464884692,0.004323543812187249,0.005974954980373932
146,35,135,Love and Romance,358038,3885,77087,0.006590690816272772,0.006051769500016356,0.0064370138441682675,0.3965389754433303,0.0003372812536484751,123,0.19793220646801665,0.1603772361098499,0.05598868810564687,0.0,0.004929495245631559,0.05047543684408525,1780,2260,0.7876106194690266,0.04544216275117724,0.055028733768339666,0.00044106010092492896,0.002010715165981294,0.004618158703802198,0.003749010857861896
147,128,228,Christmas Stories,159569,1973,36008,0.002937313756813048,0.0030733954243326307,0.003006784470803261,0.3767773828038214,5.554321261941791e-05,96,0.18162630526549656,0.1513552543879138,0.0583203732503888,0.0,0.004998889135747611,0.054793379249055765,167,1092,0.15293040293040294,0.039907798267051764,0.07787158409242391,0.0016385247722728283,0.009775605421017552,0.011164185736503,0.004943345923128194
148,223,323,Western Stories,576144,6360,124625,0.010605541785091694,0.009907143891918668,0.010406590609693856,0.3816248746238716,0.0005857572718154464,310,0.19154262788365095,0.15673420260782348,0.05043129388164493,0.0,0.005336008024072217,0.051049147442326984,431,3640,0.1184065934065934,0.04171715145436309,0.06919157472417252,0.0021825476429287866,0.007149448345035106,0.004124373119358074,0.005287863590772317
149,135,235,Christmas Stories,55864,449,11949,0.0010283331706697674,0.0006994194351370254,0.000997780150011891,0.39191564147627417,0.00033475604653109047,35,0.19984935977906101,0.14444723407816554,0.05967026529416688,0.0,0.00736463302368399,0.03757636622311491,84,339,0.24778761061946902,0.031550757385555274,0.08117834128378944,0.0005021340697966357,0.009038413256339443,0.003682316511841995,0.0028454263955142688
150,17,117,Detective and Mystery,883130,10285,195578,0.016256477749777884,0.016021222473016274,0.016331395612940464,0.3735133808506069,0.0004141570115248136,136,0.1951497612205872,0.14458170141835994,0.05004141570115248,0.0,0.005772632913722402,0.05258260131507634,1050,6875,0.15272727272727274,0.037718966345908024,0.07120432768511796,0.0007413921811246664,0.0039677264313982144,0.01046641237767029,0.00502101463354774
151,15,115,Detective and Mystery,324144,3371,72441,0.0059667769453240205,0.0052510978081223006,0.0060490578163035725,0.4030866498253751,6.90216866139341e-05,56,0.15493988211095927,0.17214008641515163,0.05387832857083696,0.0,0.005673582639665383,0.04653442111511437,1002,3081,0.3252190847127556,0.04006018691072735,0.06124984470120512,0.0008972819259811433,0.0014080424069242556,0.0004693474689747519,0.0072748857691086535
152,112,212,Allegories,140074,1359,30962,0.002578453754625465,0.0021169510297354512,0.0025854271491060478,0.40349460629158324,0.0,77,0.1807376784445449,0.15609456753439702,0.059298494929268135,0.0,0.0050384342096763774,0.04389251340352691,649,608,1.0674342105263157,0.0375621729862412,0.06633938376073897,0.001873264001033525,0.007170079452231768,0.0036173373813061173,0.0029390866223112204
153,220,320,Love and Romance,358038,3885,77087,0.006590690816272772,0.006051769500016356,0.0064370138441682675,0.3965389754433303,0.0003372812536484751,123,0.19793220646801665,0.1603772361098499,0.05598868810564687,0.0,0.004929495245631559,0.05047543684408525,1780,2260,0.7876106194690266,0.04544216275117724,0.055028733768339666,0.00044106010092492896,0.002010715165981294,0.004618158703802198,0.003749010857861896
154,764,405,Sea and Adventure,540262,5512,117379,0.00994503321374033,0.008586191372996179,0.009801526171917796,0.38306681774423024,0.0004430093969108614,323,0.18691588785046728,0.1526678537046661,0.05098015829066528,0.0,0.004873103366019475,0.04695899607255131,1209,3087,0.391642371234208,0.03199039010385163,0.08055103553446528,0.0009115770282588879,0.011228584329394525,0.009158367339984154,0.0058613550975898585
